Location_name,Data_id,indicator_name,Indicator_value,Indicator_Precision,Country_Name,Survey_Year,Survey_id,Indicator_Id,Indicator_Order,Indicator_type,Characteristic_Id,Characteristic_Order,Characteristic_Category,Characteristic_Label,ByVariable_Id,ByVariable_Label,Is_Total,Is_Preferred,SDR_ID,Region_Id,Survey_Year_Label,Survey_Type,Denominator_Weighted,Denominator_Unweighted,Level_Rank
Terai,4095544,Number of wives: One wife,98.9,1,Nepal,2016,NP2016DHS,MA_WIVE_M_1WV,41564010,I,436023,1436023,Region,Terai,0,,0,1,MAWIVEM1WV,NPDHS2016436023,2016,DHS,1369,1337,1
Eastern,5060442,Number of wives: Two or more wives,1.7,1,Nepal,2016,NP2016DHS,MA_WIVE_M_2PW,41564020,I,436001,1436001,Region,Eastern,0,,0,1,MAWIVEM2PW,NPDHS2016436001,2016,DHS,604,532,2
Central,1275986,Number of wives: Two or more wives,1.4,1,Nepal,2016,NP2016DHS,MA_WIVE_M_2PW,41564020,I,436002,1436002,Region,Central,0,,0,1,MAWIVEM2PW,NPDHS2016436002,2016,DHS,1039,712,2
Western,4305326,Number of wives: Two or more wives,0.8,1,Nepal,2016,NP2016DHS,MA_WIVE_M_2PW,41564020,I,436003,1436003,Region,Western,0,,0,1,MAWIVEM2PW,NPDHS2016436003,2016,DHS,481,524,2
Midwestern,4080316,Number of wives: Two or more wives,2,1,Nepal,2016,NP2016DHS,MA_WIVE_M_2PW,41564020,I,436004,1436004,Region,Midwestern,0,,0,1,MAWIVEM2PW,NPDHS2016436004,2016,DHS,331,552,2
Farwestern,3666629,Number of wives: Two or more wives,2.3,1,Nepal,2016,NP2016DHS,MA_WIVE_M_2PW,41564020,I,436005,1436005,Region,Farwestern,0,,0,1,MAWIVEM2PW,NPDHS2016436005,2016,DHS,220,371,2
Koshi province,3497918,Number of wives: Two or more wives,1.6,1,Nepal,2016,NP2016DHS,MA_WIVE_M_2PW,41564020,I,436011,1436011,Region,Koshi province,0,,0,1,MAWIVEM2PW,NPDHS2016436011,2016,DHS,460,403,3
Madhesh province,3500294,Number of wives: Two or more wives,0.9,1,Nepal,2016,NP2016DHS,MA_WIVE_M_2PW,41564020,I,436012,1436012,Region,Madhesh province,0,,0,1,MAWIVEM2PW,NPDHS2016436012,2016,DHS,557,474,3
Bagmati province,5261114,Number of wives: Two or more wives,2,1,Nepal,2016,NP2016DHS,MA_WIVE_M_2PW,41564020,I,436013,1436013,Region,Bagmati province,0,,0,1,MAWIVEM2PW,NPDHS2016436013,2016,DHS,627,367,3
Gandaki province,1276067,Number of wives: Two or more wives,0.7,1,Nepal,2016,NP2016DHS,MA_WIVE_M_2PW,41564020,I,436014,1436014,Region,Gandaki province,0,,0,1,MAWIVEM2PW,NPDHS2016436014,2016,DHS,228,304,3
Lumbini province,5796501,Number of wives: Two or more wives,1.5,1,Nepal,2016,NP2016DHS,MA_WIVE_M_2PW,41564020,I,436015,1436015,Region,Lumbini province,0,,0,1,MAWIVEM2PW,NPDHS2016436015,2016,DHS,440,414,3
Karnali province,1840022,Number of wives: Two or more wives,1.5,1,Nepal,2016,NP2016DHS,MA_WIVE_M_2PW,41564020,I,436016,1436016,Region,Karnali province,0,,0,1,MAWIVEM2PW,NPDHS2016436016,2016,DHS,144,358,3
Sudurpashchim province,6061200,Number of wives: Two or more wives,2.3,1,Nepal,2016,NP2016DHS,MA_WIVE_M_2PW,41564020,I,436017,1436017,Region,Sudurpashchim province,0,,0,1,MAWIVEM2PW,NPDHS2016436017,2016,DHS,220,371,3
Mountain,1262002,Number of wives: Two or more wives,0.9,1,Nepal,2016,NP2016DHS,MA_WIVE_M_2PW,41564020,I,436021,1436021,Region,Mountain,0,,0,1,MAWIVEM2PW,NPDHS2016436021,2016,DHS,169,211,1
Hill,7079762,Number of wives: Two or more wives,2,1,Nepal,2016,NP2016DHS,MA_WIVE_M_2PW,41564020,I,436022,1436022,Region,Hill,0,,0,1,MAWIVEM2PW,NPDHS2016436022,2016,DHS,1137,1143,1
Terai,4095542,Number of wives: Two or more wives,1.1,1,Nepal,2016,NP2016DHS,MA_WIVE_M_2PW,41564020,I,436023,1436023,Region,Terai,0,,0,1,MAWIVEM2PW,NPDHS2016436023,2016,DHS,1369,1337,1
Eastern,1254896,Median age at first marriage [Men]: 25-29,23,1,Nepal,2016,NP2016DHS,MA_AAFM_M_M25,41634110,I,436001,1436001,Region,Eastern,0,,0,1,MAAAFMMM25,NPDHS2016436001,2016,DHS,,,2
Central,1276042,Median age at first marriage [Men]: 25-29,24.1,1,Nepal,2016,NP2016DHS,MA_AAFM_M_M25,41634110,I,436002,1436002,Region,Central,0,,0,1,MAAAFMMM25,NPDHS2016436002,2016,DHS,,,2
Western,1262086,Median age at first marriage [Men]: 25-29,23.2,1,Nepal,2016,NP2016DHS,MA_AAFM_M_M25,41634110,I,436003,1436003,Region,Western,0,,0,1,MAAAFMMM25,NPDHS2016436003,2016,DHS,,,2
Midwestern,1254900,Median age at first marriage [Men]: 25-29,20.8,1,Nepal,2016,NP2016DHS,MA_AAFM_M_M25,41634110,I,436004,1436004,Region,Midwestern,0,,0,1,MAAAFMMM25,NPDHS2016436004,2016,DHS,,,2
Farwestern,6014161,Median age at first marriage [Men]: 25-29,20.6,1,Nepal,2016,NP2016DHS,MA_AAFM_M_M25,41634110,I,436005,1436005,Region,Farwestern,0,,0,1,MAAAFMMM25,NPDHS2016436005,2016,DHS,,,2
Koshi province,1268902,Median age at first marriage [Men]: 25-29,23.2,1,Nepal,2016,NP2016DHS,MA_AAFM_M_M25,41634110,I,436011,1436011,Region,Koshi province,0,,0,1,MAAAFMMM25,NPDHS2016436011,2016,DHS,,,3
Madhesh province,1268889,Median age at first marriage [Men]: 25-29,21.2,1,Nepal,2016,NP2016DHS,MA_AAFM_M_M25,41634110,I,436012,1436012,Region,Madhesh province,0,,0,1,MAAAFMMM25,NPDHS2016436012,2016,DHS,,,3
Gandaki province,1276043,Median age at first marriage [Men]: 25-29,23.9,1,Nepal,2016,NP2016DHS,MA_AAFM_M_M25,41634110,I,436014,1436014,Region,Gandaki province,0,,0,1,MAAAFMMM25,NPDHS2016436014,2016,DHS,,,3
Lumbini province,1262068,Median age at first marriage [Men]: 25-29,22.1,1,Nepal,2016,NP2016DHS,MA_AAFM_M_M25,41634110,I,436015,1436015,Region,Lumbini province,0,,0,1,MAAAFMMM25,NPDHS2016436015,2016,DHS,,,3
Karnali province,1254905,Median age at first marriage [Men]: 25-29,20.1,1,Nepal,2016,NP2016DHS,MA_AAFM_M_M25,41634110,I,436016,1436016,Region,Karnali province,0,,0,1,MAAAFMMM25,NPDHS2016436016,2016,DHS,,,3
Sudurpashchim province,1276046,Median age at first marriage [Men]: 25-29,20.6,1,Nepal,2016,NP2016DHS,MA_AAFM_M_M25,41634110,I,436017,1436017,Region,Sudurpashchim province,0,,0,1,MAAAFMMM25,NPDHS2016436017,2016,DHS,,,3
Mountain,1262065,Median age at first marriage [Men]: 25-29,22.9,1,Nepal,2016,NP2016DHS,MA_AAFM_M_M25,41634110,I,436021,1436021,Region,Mountain,0,,0,1,MAAAFMMM25,NPDHS2016436021,2016,DHS,,,1
Hill,7079024,Median age at first marriage [Men]: 25-29,24.2,1,Nepal,2016,NP2016DHS,MA_AAFM_M_M25,41634110,I,436022,1436022,Region,Hill,0,,0,1,MAAAFMMM25,NPDHS2016436022,2016,DHS,,,1
Terai,1268882,Median age at first marriage [Men]: 25-29,21.8,1,Nepal,2016,NP2016DHS,MA_AAFM_M_M25,41634110,I,436023,1436023,Region,Terai,0,,0,1,MAAAFMMM25,NPDHS2016436023,2016,DHS,,,1
Eastern,1254898,Median age at first marriage [Men]: 30-34,22.6,1,Nepal,2016,NP2016DHS,MA_AAFM_M_M30,41634120,I,436001,1436001,Region,Eastern,0,,0,1,MAAAFMMM30,NPDHS2016436001,2016,DHS,,,2
Central,1276056,Median age at first marriage [Men]: 30-34,22.4,1,Nepal,2016,NP2016DHS,MA_AAFM_M_M30,41634120,I,436002,1436002,Region,Central,0,,0,1,MAAAFMMM30,NPDHS2016436002,2016,DHS,,,2
Western,1262080,Median age at first marriage [Men]: 30-34,21.6,1,Nepal,2016,NP2016DHS,MA_AAFM_M_M30,41634120,I,436003,1436003,Region,Western,0,,0,1,MAAAFMMM30,NPDHS2016436003,2016,DHS,,,2
Midwestern,1254899,Median age at first marriage [Men]: 30-34,20,1,Nepal,2016,NP2016DHS,MA_AAFM_M_M30,41634120,I,436004,1436004,Region,Midwestern,0,,0,1,MAAAFMMM30,NPDHS2016436004,2016,DHS,,,2
Farwestern,6014160,Median age at first marriage [Men]: 30-34,20.7,1,Nepal,2016,NP2016DHS,MA_AAFM_M_M30,41634120,I,436005,1436005,Region,Farwestern,0,,0,1,MAAAFMMM30,NPDHS2016436005,2016,DHS,,,2
Koshi province,1268907,Median age at first marriage [Men]: 30-34,22.8,1,Nepal,2016,NP2016DHS,MA_AAFM_M_M30,41634120,I,436011,1436011,Region,Koshi province,0,,0,1,MAAAFMMM30,NPDHS2016436011,2016,DHS,,,3
Madhesh province,1268888,Median age at first marriage [Men]: 30-34,21.1,1,Nepal,2016,NP2016DHS,MA_AAFM_M_M30,41634120,I,436012,1436012,Region,Madhesh province,0,,0,1,MAAAFMMM30,NPDHS2016436012,2016,DHS,,,3
Bagmati province,1276051,Median age at first marriage [Men]: 30-34,22.8,1,Nepal,2016,NP2016DHS,MA_AAFM_M_M30,41634120,I,436013,1436013,Region,Bagmati province,0,,0,1,MAAAFMMM30,NPDHS2016436013,2016,DHS,,,3
Gandaki province,1276037,Median age at first marriage [Men]: 30-34,20.4,1,Nepal,2016,NP2016DHS,MA_AAFM_M_M30,41634120,I,436014,1436014,Region,Gandaki province,0,,0,1,MAAAFMMM30,NPDHS2016436014,2016,DHS,,,3
Lumbini province,1262067,Median age at first marriage [Men]: 30-34,21.2,1,Nepal,2016,NP2016DHS,MA_AAFM_M_M30,41634120,I,436015,1436015,Region,Lumbini province,0,,0,1,MAAAFMMM30,NPDHS2016436015,2016,DHS,,,3
Karnali province,1254904,Median age at first marriage [Men]: 30-34,19.7,1,Nepal,2016,NP2016DHS,MA_AAFM_M_M30,41634120,I,436016,1436016,Region,Karnali province,0,,0,1,MAAAFMMM30,NPDHS2016436016,2016,DHS,,,3
Sudurpashchim province,1276045,Median age at first marriage [Men]: 30-34,20.7,1,Nepal,2016,NP2016DHS,MA_AAFM_M_M30,41634120,I,436017,1436017,Region,Sudurpashchim province,0,,0,1,MAAAFMMM30,NPDHS2016436017,2016,DHS,,,3
Mountain,1262063,Median age at first marriage [Men]: 30-34,21.4,1,Nepal,2016,NP2016DHS,MA_AAFM_M_M30,41634120,I,436021,1436021,Region,Mountain,0,,0,1,MAAAFMMM30,NPDHS2016436021,2016,DHS,,,1
Hill,7079023,Median age at first marriage [Men]: 30-34,21.8,1,Nepal,2016,NP2016DHS,MA_AAFM_M_M30,41634120,I,436022,1436022,Region,Hill,0,,0,1,MAAAFMMM30,NPDHS2016436022,2016,DHS,,,1
Terai,1268885,Median age at first marriage [Men]: 30-34,21.7,1,Nepal,2016,NP2016DHS,MA_AAFM_M_M30,41634120,I,436023,1436023,Region,Terai,0,,0,1,MAAAFMMM30,NPDHS2016436023,2016,DHS,,,1
Eastern,1254902,Median age at first marriage [Men]: 35-39,21.7,1,Nepal,2016,NP2016DHS,MA_AAFM_M_M35,41634130,I,436001,1436001,Region,Eastern,0,,0,1,MAAAFMMM35,NPDHS2016436001,2016,DHS,,,2
Central,1276058,Median age at first marriage [Men]: 35-39,20.5,1,Nepal,2016,NP2016DHS,MA_AAFM_M_M35,41634130,I,436002,1436002,Region,Central,0,,0,1,MAAAFMMM35,NPDHS2016436002,2016,DHS,,,2
Western,1262088,Median age at first marriage [Men]: 35-39,21.2,1,Nepal,2016,NP2016DHS,MA_AAFM_M_M35,41634130,I,436003,1436003,Region,Western,0,,0,1,MAAAFMMM35,NPDHS2016436003,2016,DHS,,,2
Midwestern,1254916,Median age at first marriage [Men]: 35-39,19.3,1,Nepal,2016,NP2016DHS,MA_AAFM_M_M35,41634130,I,436004,1436004,Region,Midwestern,0,,0,1,MAAAFMMM35,NPDHS2016436004,2016,DHS,,,2
Farwestern,6014179,Median age at first marriage [Men]: 35-39,20,1,Nepal,2016,NP2016DHS,MA_AAFM_M_M35,41634130,I,436005,1436005,Region,Farwestern,0,,0,1,MAAAFMMM35,NPDHS2016436005,2016,DHS,,,2
Koshi province,1268904,Median age at first marriage [Men]: 35-39,21.8,1,Nepal,2016,NP2016DHS,MA_AAFM_M_M35,41634130,I,436011,1436011,Region,Koshi province,0,,0,1,MAAAFMMM35,NPDHS2016436011,2016,DHS,,,3
Madhesh province,1268891,Median age at first marriage [Men]: 35-39,20.6,1,Nepal,2016,NP2016DHS,MA_AAFM_M_M35,41634130,I,436012,1436012,Region,Madhesh province,0,,0,1,MAAAFMMM35,NPDHS2016436012,2016,DHS,,,3
Bagmati province,1276061,Median age at first marriage [Men]: 35-39,20.7,1,Nepal,2016,NP2016DHS,MA_AAFM_M_M35,41634130,I,436013,1436013,Region,Bagmati province,0,,0,1,MAAAFMMM35,NPDHS2016436013,2016,DHS,,,3
Gandaki province,1276048,Median age at first marriage [Men]: 35-39,20.7,1,Nepal,2016,NP2016DHS,MA_AAFM_M_M35,41634130,I,436014,1436014,Region,Gandaki province,0,,0,1,MAAAFMMM35,NPDHS2016436014,2016,DHS,,,3
Lumbini province,1262073,Median age at first marriage [Men]: 35-39,20.2,1,Nepal,2016,NP2016DHS,MA_AAFM_M_M35,41634130,I,436015,1436015,Region,Lumbini province,0,,0,1,MAAAFMMM35,NPDHS2016436015,2016,DHS,,,3
Karnali province,1254907,Median age at first marriage [Men]: 35-39,20.3,1,Nepal,2016,NP2016DHS,MA_AAFM_M_M35,41634130,I,436016,1436016,Region,Karnali province,0,,0,1,MAAAFMMM35,NPDHS2016436016,2016,DHS,,,3
Sudurpashchim province,1276053,Median age at first marriage [Men]: 35-39,20,1,Nepal,2016,NP2016DHS,MA_AAFM_M_M35,41634130,I,436017,1436017,Region,Sudurpashchim province,0,,0,1,MAAAFMMM35,NPDHS2016436017,2016,DHS,,,3
Mountain,1262070,Median age at first marriage [Men]: 35-39,19.9,1,Nepal,2016,NP2016DHS,MA_AAFM_M_M35,41634130,I,436021,1436021,Region,Mountain,0,,0,1,MAAAFMMM35,NPDHS2016436021,2016,DHS,,,1
Hill,7079026,Median age at first marriage [Men]: 35-39,21,1,Nepal,2016,NP2016DHS,MA_AAFM_M_M35,41634130,I,436022,1436022,Region,Hill,0,,0,1,MAAAFMMM35,NPDHS2016436022,2016,DHS,,,1
Terai,1268886,Median age at first marriage [Men]: 35-39,20.6,1,Nepal,2016,NP2016DHS,MA_AAFM_M_M35,41634130,I,436023,1436023,Region,Terai,0,,0,1,MAAAFMMM35,NPDHS2016436023,2016,DHS,,,1
Eastern,1254914,Median age at first marriage [Men]: 40-44,20,1,Nepal,2016,NP2016DHS,MA_AAFM_M_M40,41634140,I,436001,1436001,Region,Eastern,0,,0,1,MAAAFMMM40,NPDHS2016436001,2016,DHS,,,2
Central,1276059,Median age at first marriage [Men]: 40-44,21.9,1,Nepal,2016,NP2016DHS,MA_AAFM_M_M40,41634140,I,436002,1436002,Region,Central,0,,0,1,MAAAFMMM40,NPDHS2016436002,2016,DHS,,,2
Western,1262089,Median age at first marriage [Men]: 40-44,21.8,1,Nepal,2016,NP2016DHS,MA_AAFM_M_M40,41634140,I,436003,1436003,Region,Western,0,,0,1,MAAAFMMM40,NPDHS2016436003,2016,DHS,,,2
Midwestern,1254917,Median age at first marriage [Men]: 40-44,19.6,1,Nepal,2016,NP2016DHS,MA_AAFM_M_M40,41634140,I,436004,1436004,Region,Midwestern,0,,0,1,MAAAFMMM40,NPDHS2016436004,2016,DHS,,,2
Farwestern,6014180,Median age at first marriage [Men]: 40-44,20.5,1,Nepal,2016,NP2016DHS,MA_AAFM_M_M40,41634140,I,436005,1436005,Region,Farwestern,0,,0,1,MAAAFMMM40,NPDHS2016436005,2016,DHS,,,2
Koshi province,1268905,Median age at first marriage [Men]: 40-44,22.1,1,Nepal,2016,NP2016DHS,MA_AAFM_M_M40,41634140,I,436011,1436011,Region,Koshi province,0,,0,1,MAAAFMMM40,NPDHS2016436011,2016,DHS,,,3
Madhesh province,1268892,Median age at first marriage [Men]: 40-44,19.5,1,Nepal,2016,NP2016DHS,MA_AAFM_M_M40,41634140,I,436012,1436012,Region,Madhesh province,0,,0,1,MAAAFMMM40,NPDHS2016436012,2016,DHS,,,3
Bagmati province,1276062,Median age at first marriage [Men]: 40-44,22.8,1,Nepal,2016,NP2016DHS,MA_AAFM_M_M40,41634140,I,436013,1436013,Region,Bagmati province,0,,0,1,MAAAFMMM40,NPDHS2016436013,2016,DHS,,,3
Gandaki province,1276049,Median age at first marriage [Men]: 40-44,21.9,1,Nepal,2016,NP2016DHS,MA_AAFM_M_M40,41634140,I,436014,1436014,Region,Gandaki province,0,,0,1,MAAAFMMM40,NPDHS2016436014,2016,DHS,,,3
Lumbini province,1262074,Median age at first marriage [Men]: 40-44,20,1,Nepal,2016,NP2016DHS,MA_AAFM_M_M40,41634140,I,436015,1436015,Region,Lumbini province,0,,0,1,MAAAFMMM40,NPDHS2016436015,2016,DHS,,,3
Karnali province,1254908,Median age at first marriage [Men]: 40-44,19.9,1,Nepal,2016,NP2016DHS,MA_AAFM_M_M40,41634140,I,436016,1436016,Region,Karnali province,0,,0,1,MAAAFMMM40,NPDHS2016436016,2016,DHS,,,3
Sudurpashchim province,1276054,Median age at first marriage [Men]: 40-44,20.5,1,Nepal,2016,NP2016DHS,MA_AAFM_M_M40,41634140,I,436017,1436017,Region,Sudurpashchim province,0,,0,1,MAAAFMMM40,NPDHS2016436017,2016,DHS,,,3
Mountain,1262071,Median age at first marriage [Men]: 40-44,21.5,1,Nepal,2016,NP2016DHS,MA_AAFM_M_M40,41634140,I,436021,1436021,Region,Mountain,0,,0,1,MAAAFMMM40,NPDHS2016436021,2016,DHS,,,1
Hill,7079027,Median age at first marriage [Men]: 40-44,22.2,1,Nepal,2016,NP2016DHS,MA_AAFM_M_M40,41634140,I,436022,1436022,Region,Hill,0,,0,1,MAAAFMMM40,NPDHS2016436022,2016,DHS,,,1
Terai,1268928,Median age at first marriage [Men]: 40-44,20.2,1,Nepal,2016,NP2016DHS,MA_AAFM_M_M40,41634140,I,436023,1436023,Region,Terai,0,,0,1,MAAAFMMM40,NPDHS2016436023,2016,DHS,,,1
Eastern,1254915,Median age at first marriage [Men]: 45-49,22.6,1,Nepal,2016,NP2016DHS,MA_AAFM_M_M45,41634150,I,436001,1436001,Region,Eastern,0,,0,1,MAAAFMMM45,NPDHS2016436001,2016,DHS,,,2
Central,1276060,Median age at first marriage [Men]: 45-49,22,1,Nepal,2016,NP2016DHS,MA_AAFM_M_M45,41634150,I,436002,1436002,Region,Central,0,,0,1,MAAAFMMM45,NPDHS2016436002,2016,DHS,,,2
Western,1262090,Median age at first marriage [Men]: 45-49,21.8,1,Nepal,2016,NP2016DHS,MA_AAFM_M_M45,41634150,I,436003,1436003,Region,Western,0,,0,1,MAAAFMMM45,NPDHS2016436003,2016,DHS,,,2
Midwestern,1254918,Median age at first marriage [Men]: 45-49,20,1,Nepal,2016,NP2016DHS,MA_AAFM_M_M45,41634150,I,436004,1436004,Region,Midwestern,0,,0,1,MAAAFMMM45,NPDHS2016436004,2016,DHS,,,2
Farwestern,6014181,Median age at first marriage [Men]: 45-49,19.4,1,Nepal,2016,NP2016DHS,MA_AAFM_M_M45,41634150,I,436005,1436005,Region,Farwestern,0,,0,1,MAAAFMMM45,NPDHS2016436005,2016,DHS,,,2
Koshi province,1268906,Median age at first marriage [Men]: 45-49,23.5,1,Nepal,2016,NP2016DHS,MA_AAFM_M_M45,41634150,I,436011,1436011,Region,Koshi province,0,,0,1,MAAAFMMM45,NPDHS2016436011,2016,DHS,,,3
Madhesh province,1268917,Median age at first marriage [Men]: 45-49,20.7,1,Nepal,2016,NP2016DHS,MA_AAFM_M_M45,41634150,I,436012,1436012,Region,Madhesh province,0,,0,1,MAAAFMMM45,NPDHS2016436012,2016,DHS,,,3
Bagmati province,1276063,Median age at first marriage [Men]: 45-49,23,1,Nepal,2016,NP2016DHS,MA_AAFM_M_M45,41634150,I,436013,1436013,Region,Bagmati province,0,,0,1,MAAAFMMM45,NPDHS2016436013,2016,DHS,,,3
Gandaki province,1276050,Median age at first marriage [Men]: 45-49,22.6,1,Nepal,2016,NP2016DHS,MA_AAFM_M_M45,41634150,I,436014,1436014,Region,Gandaki province,0,,0,1,MAAAFMMM45,NPDHS2016436014,2016,DHS,,,3
Lumbini province,1262081,Median age at first marriage [Men]: 45-49,20.7,1,Nepal,2016,NP2016DHS,MA_AAFM_M_M45,41634150,I,436015,1436015,Region,Lumbini province,0,,0,1,MAAAFMMM45,NPDHS2016436015,2016,DHS,,,3
Karnali province,1254909,Median age at first marriage [Men]: 45-49,21.2,1,Nepal,2016,NP2016DHS,MA_AAFM_M_M45,41634150,I,436016,1436016,Region,Karnali province,0,,0,1,MAAAFMMM45,NPDHS2016436016,2016,DHS,,,3
Sudurpashchim province,1276055,Median age at first marriage [Men]: 45-49,19.4,1,Nepal,2016,NP2016DHS,MA_AAFM_M_M45,41634150,I,436017,1436017,Region,Sudurpashchim province,0,,0,1,MAAAFMMM45,NPDHS2016436017,2016,DHS,,,3
Mountain,1262072,Median age at first marriage [Men]: 45-49,19.9,1,Nepal,2016,NP2016DHS,MA_AAFM_M_M45,41634150,I,436021,1436021,Region,Mountain,0,,0,1,MAAAFMMM45,NPDHS2016436021,2016,DHS,,,1
Hill,7079028,Median age at first marriage [Men]: 45-49,22,1,Nepal,2016,NP2016DHS,MA_AAFM_M_M45,41634150,I,436022,1436022,Region,Hill,0,,0,1,MAAAFMMM45,NPDHS2016436022,2016,DHS,,,1
Terai,1268930,Median age at first marriage [Men]: 45-49,21.6,1,Nepal,2016,NP2016DHS,MA_AAFM_M_M45,41634150,I,436023,1436023,Region,Terai,0,,0,1,MAAAFMMM45,NPDHS2016436023,2016,DHS,,,1
Eastern,1254897,"Median age at first marriage [Men]: 25-49(54,59)",22.2,1,Nepal,2016,NP2016DHS,MA_AAFM_M_M2B,41634180,I,436001,1436001,Region,Eastern,0,,0,1,MAAAFMMM2B,NPDHS2016436001,2016,DHS,,,2
Central,1276057,"Median age at first marriage [Men]: 25-49(54,59)",22.3,1,Nepal,2016,NP2016DHS,MA_AAFM_M_M2B,41634180,I,436002,1436002,Region,Central,0,,0,1,MAAAFMMM2B,NPDHS2016436002,2016,DHS,,,2
Western,1262087,"Median age at first marriage [Men]: 25-49(54,59)",21.9,1,Nepal,2016,NP2016DHS,MA_AAFM_M_M2B,41634180,I,436003,1436003,Region,Western,0,,0,1,MAAAFMMM2B,NPDHS2016436003,2016,DHS,,,2
Midwestern,1254901,"Median age at first marriage [Men]: 25-49(54,59)",19.9,1,Nepal,2016,NP2016DHS,MA_AAFM_M_M2B,41634180,I,436004,1436004,Region,Midwestern,0,,0,1,MAAAFMMM2B,NPDHS2016436004,2016,DHS,,,2
Farwestern,6014178,"Median age at first marriage [Men]: 25-49(54,59)",20.3,1,Nepal,2016,NP2016DHS,MA_AAFM_M_M2B,41634180,I,436005,1436005,Region,Farwestern,0,,0,1,MAAAFMMM2B,NPDHS2016436005,2016,DHS,,,2
Koshi province,1268903,"Median age at first marriage [Men]: 25-49(54,59)",22.7,1,Nepal,2016,NP2016DHS,MA_AAFM_M_M2B,41634180,I,436011,1436011,Region,Koshi province,0,,0,1,MAAAFMMM2B,NPDHS2016436011,2016,DHS,,,3
Madhesh province,1268890,"Median age at first marriage [Men]: 25-49(54,59)",20.6,1,Nepal,2016,NP2016DHS,MA_AAFM_M_M2B,41634180,I,436012,1436012,Region,Madhesh province,0,,0,1,MAAAFMMM2B,NPDHS2016436012,2016,DHS,,,3
Bagmati province,1276052,"Median age at first marriage [Men]: 25-49(54,59)",23.2,1,Nepal,2016,NP2016DHS,MA_AAFM_M_M2B,41634180,I,436013,1436013,Region,Bagmati province,0,,0,1,MAAAFMMM2B,NPDHS2016436013,2016,DHS,,,3
Gandaki province,1276044,"Median age at first marriage [Men]: 25-49(54,59)",22,1,Nepal,2016,NP2016DHS,MA_AAFM_M_M2B,41634180,I,436014,1436014,Region,Gandaki province,0,,0,1,MAAAFMMM2B,NPDHS2016436014,2016,DHS,,,3
Lumbini province,1262069,"Median age at first marriage [Men]: 25-49(54,59)",21,1,Nepal,2016,NP2016DHS,MA_AAFM_M_M2B,41634180,I,436015,1436015,Region,Lumbini province,0,,0,1,MAAAFMMM2B,NPDHS2016436015,2016,DHS,,,3
Karnali province,1254906,"Median age at first marriage [Men]: 25-49(54,59)",20,1,Nepal,2016,NP2016DHS,MA_AAFM_M_M2B,41634180,I,436016,1436016,Region,Karnali province,0,,0,1,MAAAFMMM2B,NPDHS2016436016,2016,DHS,,,3
Sudurpashchim province,1276047,"Median age at first marriage [Men]: 25-49(54,59)",20.3,1,Nepal,2016,NP2016DHS,MA_AAFM_M_M2B,41634180,I,436017,1436017,Region,Sudurpashchim province,0,,0,1,MAAAFMMM2B,NPDHS2016436017,2016,DHS,,,3
Mountain,1262066,"Median age at first marriage [Men]: 25-49(54,59)",21.2,1,Nepal,2016,NP2016DHS,MA_AAFM_M_M2B,41634180,I,436021,1436021,Region,Mountain,0,,0,1,MAAAFMMM2B,NPDHS2016436021,2016,DHS,,,1
Hill,7079025,"Median age at first marriage [Men]: 25-49(54,59)",22.3,1,Nepal,2016,NP2016DHS,MA_AAFM_M_M2B,41634180,I,436022,1436022,Region,Hill,0,,0,1,MAAAFMMM2B,NPDHS2016436022,2016,DHS,,,1
Terai,1268931,"Median age at first marriage [Men]: 25-49(54,59)",21.2,1,Nepal,2016,NP2016DHS,MA_AAFM_M_M2B,41634180,I,436023,1436023,Region,Terai,0,,0,1,MAAAFMMM2B,NPDHS2016436023,2016,DHS,,,1
Western,1262206,Median age at first sexual intercourse [Men]: 20-24,19,1,Nepal,2016,NP2016DHS,SX_AAFS_M_M20,51704100,I,436003,1436003,Region,Western,0,,0,1,SXAAFSMM20,NPDHS2016436003,2016,DHS,,,2
Midwestern,1277102,Median age at first sexual intercourse [Men]: 20-24,19.2,1,Nepal,2016,NP2016DHS,SX_AAFS_M_M20,51704100,I,436004,1436004,Region,Midwestern,0,,0,1,SXAAFSMM20,NPDHS2016436004,2016,DHS,,,2
Farwestern,6014200,Median age at first sexual intercourse [Men]: 20-24,19.7,1,Nepal,2016,NP2016DHS,SX_AAFS_M_M20,51704100,I,436005,1436005,Region,Farwestern,0,,0,1,SXAAFSMM20,NPDHS2016436005,2016,DHS,,,2
Gandaki province,1276168,Median age at first sexual intercourse [Men]: 20-24,19.3,1,Nepal,2016,NP2016DHS,SX_AAFS_M_M20,51704100,I,436014,1436014,Region,Gandaki province,0,,0,1,SXAAFSMM20,NPDHS2016436014,2016,DHS,,,3
Lumbini province,1262160,Median age at first sexual intercourse [Men]: 20-24,19.1,1,Nepal,2016,NP2016DHS,SX_AAFS_M_M20,51704100,I,436015,1436015,Region,Lumbini province,0,,0,1,SXAAFSMM20,NPDHS2016436015,2016,DHS,,,3
Karnali province,1277099,Median age at first sexual intercourse [Men]: 20-24,18.9,1,Nepal,2016,NP2016DHS,SX_AAFS_M_M20,51704100,I,436016,1436016,Region,Karnali province,0,,0,1,SXAAFSMM20,NPDHS2016436016,2016,DHS,,,3
